client_id,name,age,gender,income,credit_score,income_category,age_group
55245,Shelby Mejia,20,Male,125064,422,High,Young
94386,Ann Matthews,29,Male,82048,719,High,Adult
45791,Timothy Gibson,33,Female,64688,423,Medium,Adult
75798,Casey Atkins,70,Male,22566,381,Low,Senior
94558,Ashley Phillips,35,Female,132205,819,High,Adult
11999,Scott Terrell,74,Male,117393,708,High,Senior
27081,Dominique Cooper,76,Male,97395,675,High,Senior
76912,Philip Barton,65,Female,68904,568,Medium,Senior
16383,Alicia Houston,52,Male,115712,674,High,Senior
34810,Vanessa Gould,49,Male,104339,807,High,Adult
82785,John Huang,72,Female,41848,509,Medium,Senior
87062,Elizabeth Medina,33,Female,34457,411,Low,Adult
24154,John Young,74,Male,125243,822,High,Senior
34853,Curtis Davis,41,Female,148826,806,High,Adult
33990,Cynthia Stewart,19,Female,101469,821,High,Young
55122,Stacy Carter,46,Male,134372,845,High,Adult
90465,Peter Doyle,27,Male,111194,827,High,Adult
2632,Dawn Williams,37,Male,29992,372,Low,Adult
7366,Joe Cobb,71,Female,143766,364,High,Senior
85959,Bryan James,38,Male,34835,458,Low,Adult
50705,Adam Marshall,47,Female,142146,722,High,Adult
68388,David Bennett,25,Male,62159,618,Medium,Young
65282,Nicole Martinez,27,Female,128534,847,High,Adult
75894,Melissa Kemp,46,Female,124347,531,High,Adult
95555,Charlene Phillips,28,Female,140274,378,High,Adult
12788,Jonathan Hines,67,Female,136615,680,High,Senior
47439,Rodney Page,77,Male,133299,509,High,Senior
30243,Rebecca Williams,55,Female,67685,729,Medium,Senior
58680,Brooke Smith,66,Male,35663,317,Low,Senior
50146,Michael Glover,47,Female,128932,847,High,Adult
55330,Chris Harrington,56,Male,113174,335,High,Senior
80724,Jenna Lopez,70,Male,139493,556,High,Senior
15457,Lisa Hall,80,Female,106751,448,High,Senior
48349,Laura Patel,77,Male,117571,787,High,Senior
97671,Kevin Miller,18,Female,126951,698,High,Young
84018,Katherine Allen,75,Male,36711,551,Low,Senior
62809,Carol Edwards,79,Male,28838,736,Low,Senior
95940,Raymond Mooney,29,Male,139765,763,High,Adult
21238,John Hughes,61,Female,115344,711,High,Senior
85141,John Juarez,63,Male,86885,625,High,Senior
69677,Gwendolyn Brown,70,Male,60200,455,Medium,Senior
16426,Lisa Keller,73,Male,37771,441,Low,Senior
3734,Robert Foster,56,Male,73057,685,Medium,Senior
27394,Brittany Sanchez,19,Female,64642,331,Medium,Young
22137,Anthony Garcia,48,Female,147108,718,High,Adult
38863,Gregory Rodriguez,32,Male,44560,602,Medium,Adult
73534,Jordan Thompson,30,Male,55040,441,Medium,Adult
67433,James Jackson,31,Male,69652,745,Medium,Adult
14863,Darren Fuller,49,Male,51934,461,Medium,Adult
36266,Shelly Johnston,20,Male,33757,440,Low,Young
87455,Mrs. Tammy Evans,76,Female,27103,377,Low,Senior
87049,Shane Allen,52,Male,137913,653,High,Senior
25764,Justin Richardson,56,Male,130055,597,High,Senior
22824,Mark White,33,Female,95356,557,High,Adult
32040,Sonya Olson,68,Male,99127,727,High,Senior
82894,Karen Houston,20,Female,58379,313,Medium,Young
31029,Samuel Fowler,26,Female,146984,480,High,Adult
63385,David Jones,64,Male,84956,701,High,Senior
58763,Sarah Murphy,56,Female,132264,750,High,Senior
32166,Dana Osborn,65,Female,95667,797,High,Senior
6240,Patricia Chase,53,Female,69960,835,Medium,Senior
17422,Laurie White,24,Female,27956,557,Low,Young
61267,Billy Ryan,79,Female,61624,724,Medium,Senior
68638,Alexandra Valentine,28,Male,137886,797,High,Adult
84736,Michael Gonzalez,45,Female,24349,359,Low,Adult
90717,Jennifer Andrews,51,Male,33549,579,Low,Senior
62166,Laura Brewer DDS,72,Female,69587,723,Medium,Senior
73827,Laura Burns,59,Male,58552,531,Medium,Senior
59064,Samantha Weber,34,Male,131749,423,High,Adult
13459,Donna Brown,57,Female,139752,627,High,Senior
68545,Thomas Hernandez,48,Female,68495,729,Medium,Adult
83418,Robert Mckenzie,63,Female,87171,662,High,Senior
93185,Lisa Smith,50,Male,120500,830,High,Adult
9384,Laura Ryan,76,Female,37362,579,Low,Senior
70249,Jesse Crawford,34,Female,140276,764,High,Adult
57719,Kelly Hodge,59,Male,68407,608,Medium,Senior
47940,Barry Jimenez,39,Male,100644,678,High,Adult
61426,Rodney Mccoy,50,Male,100135,416,High,Adult
47564,Anthony Perkins,37,Male,59466,696,Medium,Adult
37126,Michael Parrish,35,Male,128879,512,High,Adult
7698,Dr. Sierra Carter,63,Female,102645,569,High,Senior
43001,Rebecca Jones,35,Male,115459,514,High,Adult
23419,Madeline Payne MD,76,Female,47336,675,Medium,Senior
51242,Christopher Jackson,46,Female,63101,556,Medium,Adult
41730,Daniel Wilson,29,Male,58890,621,Medium,Adult
87859,Robert Smith,76,Male,87355,804,High,Senior
42542,Matthew Bolton,52,Male,111933,536,High,Senior
7649,Kristina Cunningham,41,Male,78152,488,Medium,Adult
43214,David Davis,47,Female,44195,321,Medium,Adult
30241,Tiffany Padilla,80,Male,27204,635,Low,Senior
80928,Mrs. Julia Ferguson,25,Female,84665,493,High,Young
47509,Tony Smith,27,Female,116721,591,High,Adult
61515,Michael Montgomery,32,Female,121851,415,High,Adult
96771,Jacob Medina,79,Male,71871,839,Medium,Senior
60351,Christopher Flores,50,Female,62772,380,Medium,Adult
63344,Karen Irwin,23,Female,108670,477,High,Young
22171,Mary Wheeler,50,Female,29099,638,Low,Adult
20410,Thomas Rangel,61,Female,66334,562,Medium,Senior
23671,Tina Thompson,57,Male,68226,686,Medium,Senior
35746,Matthew Ford,21,Female,74142,680,Medium,Young
85513,Jessica Rodriguez,24,Male,92103,839,High,Young
12116,Trevor Patton,45,Male,79592,825,Medium,Adult
96038,Benjamin Armstrong,52,Male,69926,351,Medium,Senior
20214,Martha Moore,71,Female,137532,488,High,Senior
90094,Brianna Baker,37,Male,137125,701,High,Adult
36934,Nancy Richmond,44,Male,63151,848,Medium,Adult
38642,Kevin Campbell DVM,63,Male,112874,409,High,Senior
77576,Stephanie Hamilton DDS,64,Male,37776,457,Low,Senior
28879,Cynthia Anderson,40,Female,72305,670,Medium,Adult
36049,Christopher Noble,80,Male,62377,313,Medium,Senior
48480,Brandy Tanner,39,Female,102605,441,High,Adult
71120,Cheryl Gross,65,Female,48930,775,Medium,Senior
4551,Lisa Thomas,70,Female,122132,455,High,Senior
76676,Edward Aguilar,23,Female,123263,606,High,Young
78096,Lori Campos,31,Female,43507,428,Medium,Adult
27575,Lisa Greer,34,Male,65361,559,Medium,Adult
97379,Wesley Valdez,42,Male,99044,703,High,Adult
23236,Allison Case,25,Female,36351,610,Low,Young
59930,Noah Mendez,54,Female,95016,696,High,Senior
36828,Julie Cardenas,23,Female,71106,517,Medium,Young
11871,Terrance Mata,61,Male,21511,753,Low,Senior
18433,Nicholas Marshall,56,Female,50336,422,Medium,Senior
10617,Jennifer Andrade,18,Male,127829,607,High,Young
23632,Randy Massey,37,Female,38297,785,Low,Adult
70378,David Stark,66,Male,64392,314,Medium,Senior
80336,Scott Nelson,65,Female,105790,452,High,Senior
14986,Melissa Bennett,49,Female,40502,580,Medium,Adult
24809,Mrs. Carolyn Singh,52,Male,37621,699,Low,Senior
92994,Kenneth Gonzalez,79,Male,119106,422,High,Senior
57236,Daniel Woods,65,Female,149322,477,High,Senior
65592,Erika Robinson,19,Male,32687,613,Low,Young
2016,Roy Stewart,26,Male,39536,309,Low,Adult
3127,Jacqueline Braun,39,Female,31526,660,Low,Adult
50166,Jamie Cantrell,61,Female,135086,792,High,Senior
53046,Casey Taylor,65,Female,99588,353,High,Senior
58935,William Bolton,47,Male,71815,524,Medium,Adult
83588,Brian Anderson,52,Female,37195,480,Low,Senior
77209,Steven Orozco,35,Male,40525,827,Medium,Adult
10952,Patricia Smith,71,Female,85933,727,High,Senior
51190,William Richardson,45,Female,133638,610,High,Adult
61472,Mathew Newton,76,Female,22232,602,Low,Senior
72249,Jennifer Perry,44,Female,66382,730,Medium,Adult
29004,Harry Peters,24,Male,63426,328,Medium,Young
24276,James Walters,48,Male,120364,481,High,Adult
36756,Cathy Gutierrez,55,Female,85833,479,High,Senior
77248,Brittany Smith,39,Male,147599,562,High,Adult
7971,Nicholas James,38,Female,81354,561,High,Adult
32132,Nicholas Williams,19,Male,97937,462,High,Young
41053,Kelly Booker,37,Female,40176,693,Medium,Adult
18388,Erica Hernandez,32,Female,52259,586,Medium,Adult
78917,Sherry Galvan,37,Male,81429,527,High,Adult
11679,Sandra Newton,19,Male,61342,694,Medium,Young
11211,Randy White,73,Male,115820,736,High,Senior
48896,Kevin Gibson,63,Male,117296,797,High,Senior
88218,Lisa Thompson,37,Female,110755,771,High,Adult
17034,Guy Hull,51,Male,146644,468,High,Senior
33192,Jamie Ramos,64,Female,107895,353,High,Senior
98863,Nicholas Hall,33,Male,77076,732,Medium,Adult
30426,Albert Newman,49,Female,38951,456,Low,Adult
92731,William Wright,25,Female,135010,542,High,Young
29980,Erin Williams,42,Female,44195,824,Medium,Adult
49131,John Mitchell,66,Female,133719,686,High,Senior
68941,Jessica Acosta,27,Female,96048,640,High,Adult
40093,Rebecca Campbell,42,Female,109901,563,High,Adult
22543,Teresa Ramirez,45,Male,21555,406,Low,Adult
79795,Sarah Turner,27,Male,43844,555,Medium,Adult
3553,Heather Jackson,67,Male,95321,321,High,Senior
27839,Pamela Berry,69,Male,58912,530,Medium,Senior
69940,Robert Murphy,62,Male,71578,600,Medium,Senior
36090,Nicholas Fernandez,22,Female,72535,644,Medium,Young
91642,Matthew Webb DDS,62,Female,43230,559,Medium,Senior
81720,Alexander Stewart,26,Male,136964,356,High,Adult
86345,Donna Gordon,62,Male,141790,680,High,Senior
54848,Rebecca Coleman,50,Female,67963,419,Medium,Adult
77451,Mary Randall MD,53,Male,62278,531,Medium,Senior
39745,Kelly Barnes,59,Male,130306,683,High,Senior
2781,Rebecca Hunter,77,Female,37055,412,Low,Senior
52457,Andrew Pacheco,58,Female,50656,778,Medium,Senior
22854,Kimberly Ross,73,Male,146409,834,High,Senior
44712,Amy Graham,36,Male,81277,826,High,Adult
49246,Douglas Adkins,61,Male,60132,827,Medium,Senior
74219,William Ray,58,Female,30427,374,Low,Senior
49037,Tristan Anderson,26,Female,124048,647,High,Adult
94346,Jennifer Thompson,40,Male,127172,306,High,Adult
11354,Christopher Washington,61,Female,24566,444,Low,Senior
75240,Wendy White,75,Female,125994,358,High,Senior
87338,Curtis Nelson,65,Male,137947,510,High,Senior
13205,Tonya Miller,43,Male,122990,543,High,Adult
77173,Sean Schroeder,72,Female,32235,577,Low,Senior
37936,Stacey Tyler,64,Female,59793,381,Medium,Senior
79732,Anthony Daniels,47,Male,144501,777,High,Adult
5355,Rachel Villarreal,32,Female,103479,803,High,Adult
12801,Victoria Ryan,19,Male,137587,674,High,Young
2680,Christopher Preston,51,Female,132949,676,High,Senior
22318,Tracy Smith,25,Female,111209,382,High,Young
70794,Vanessa Anderson,60,Male,26018,663,Low,Senior
20209,Diane Willis,20,Male,32225,712,Low,Young
81420,Wendy Moore,53,Female,98755,502,High,Senior
6921,Dale Holden,36,Male,139952,342,High,Adult
32961,Scott Deleon,49,Female,58330,396,Medium,Adult
54972,Julia Reid,36,Female,88792,619,High,Adult
94732,Meghan Fuller,25,Male,137063,793,High,Young
44567,Robert White,49,Female,107974,590,High,Adult
71019,Tammy Sullivan,62,Female,119262,710,High,Senior
70962,Jeff Williams,64,Male,48634,671,Medium,Senior
85741,Jean Murphy,35,Female,85305,546,High,Adult
12583,Gene Washington,74,Male,107698,743,High,Senior
37739,Wanda Coleman,18,Female,94156,428,High,Young
23053,Rachel Nelson,28,Female,49747,755,Medium,Adult
29541,Peter Singh,24,Female,76592,736,Medium,Young
73692,Julie Moyer,62,Female,77128,769,Medium,Senior
16412,Angela Lewis,72,Male,58931,579,Medium,Senior
84664,Frank Parsons,24,Female,36917,451,Low,Young
10043,Deanna Hudson,55,Female,138621,507,High,Senior
71713,Christopher Blackwell II,70,Male,63823,837,Medium,Senior
14524,Allison Weeks,67,Female,141730,675,High,Senior
38722,Allen Obrien,71,Female,85040,405,High,Senior
67198,Kristy Jones,67,Male,87322,360,High,Senior
83423,Jessica Dominguez,39,Female,67246,531,Medium,Adult
76110,Candice Garcia,67,Female,144672,699,High,Senior
55784,Steven Sharp DDS,40,Male,26271,530,Low,Adult
81703,Anthony Cox,61,Female,146237,448,High,Senior
78033,Natalie Jordan,32,Male,94887,537,High,Adult
35945,Katelyn Townsend,37,Female,137457,574,High,Adult
90572,Tricia James,20,Male,93868,702,High,Young
3169,Nicole Hoffman,43,Female,21146,514,Low,Adult
53434,Melissa Wilson,75,Male,137805,419,High,Senior
86245,Matthew Bruce DVM,79,Female,95503,631,High,Senior
8458,Christopher Mccormick,51,Male,25491,825,Low,Senior
21714,Sandra Summers,61,Female,90953,627,High,Senior
74611,Kathryn Raymond,47,Male,94560,317,High,Adult
95854,Marilyn Sanchez,32,Female,48908,333,Medium,Adult
72913,Tammy Graham,19,Male,68259,795,Medium,Young
97356,Victoria Campbell,37,Female,23506,706,Low,Adult
30246,Tony Kelly,75,Male,101625,843,High,Senior
41524,Michael King,48,Male,20320,731,Low,Adult
12861,Pamela Webb,40,Female,45357,308,Medium,Adult
96592,Randy Chan,26,Female,65634,596,Medium,Adult
57560,Melissa Lane,39,Male,61198,790,Medium,Adult
61465,Laura Wilkinson DVM,64,Male,81216,776,High,Senior
21327,Jason Bryant,48,Male,141814,410,High,Adult
50270,Laura Johnson,30,Female,96451,445,High,Adult
72751,Monica Rubio,55,Male,97145,391,High,Senior
16835,Michael Blackburn,64,Female,89339,303,High,Senior
38845,Valerie Moore,47,Male,144252,711,High,Adult
10307,Mark Davis,71,Male,72491,360,Medium,Senior
4845,Stacie Davis,59,Female,127941,784,High,Senior
82081,John Brooks,22,Male,144925,553,High,Young
10671,Jerry Brown,56,Male,24008,486,Low,Senior
74165,Bradley Wu,29,Female,52588,627,Medium,Adult
55155,Michael Rodriguez,42,Male,142488,487,High,Adult
12473,Jessica Sullivan,39,Male,70858,763,Medium,Adult
1905,Becky Johnson,33,Male,102601,302,High,Adult
32881,Hannah Rasmussen,63,Male,128599,766,High,Senior
60633,William James,33,Male,71426,545,Medium,Adult
87600,Charles Cohen,78,Female,114600,850,High,Senior
51681,Stephanie Rodriguez,76,Male,103429,826,High,Senior
29479,Katherine Sanchez,54,Female,33376,314,Low,Senior
66838,Thomas Dunn,67,Male,115071,839,High,Senior
64728,Steven Adams,29,Male,128006,350,High,Adult
43864,John Ryan,20,Male,106456,461,High,Young
69382,Angel Wade,57,Female,116672,409,High,Senior
63478,Deborah Castro,27,Male,62213,317,Medium,Adult
26077,Cory Moreno,18,Male,100622,739,High,Young
23798,Debra Myers,71,Male,72408,784,Medium,Senior
7208,Daniel Cruz,63,Female,147159,411,High,Senior
60502,Deborah Hart,73,Male,42372,458,Medium,Senior
38139,Jacqueline Brown,39,Female,70627,843,Medium,Adult
93185,Regina Powell,77,Female,93735,389,High,Senior
58061,Michael Cook,58,Female,91222,831,High,Senior
52226,Casey Rodriguez,67,Male,29768,587,Low,Senior
52557,Ashley Murphy,25,Female,132478,627,High,Young
54719,Amber Allen,62,Female,142486,319,High,Senior
64913,Katie Mcdowell,43,Male,53108,461,Medium,Adult
28346,Katelyn Obrien,21,Female,83467,679,High,Young
9041,Fernando Dixon,80,Male,73510,696,Medium,Senior
92776,Alexander Hines,28,Male,33748,377,Low,Adult
80515,Daniel Gutierrez,18,Female,72538,325,Medium,Young
15807,Marc Casey,34,Male,100344,525,High,Adult
22082,Briana Myers,54,Female,58682,421,Medium,Senior
23745,Mathew Chan,19,Male,113909,452,High,Young
54991,Nicole Lawson,55,Male,57851,337,Medium,Senior
1419,Deborah Ramos,32,Male,58417,647,Medium,Adult
2271,Anna Lester,33,Male,119450,833,High,Adult
65338,Pamela Adams,78,Male,70621,562,Medium,Senior
79694,Megan Smith,61,Female,35562,679,Low,Senior
30841,James Hoover,54,Female,23629,598,Low,Senior
5920,Sharon Obrien,31,Male,100789,456,High,Adult
60359,Molly Hendricks,53,Male,81292,779,High,Senior
6254,Leslie Parker,63,Female,52298,696,Medium,Senior
86786,Kimberly Phillips,70,Male,54054,373,Medium,Senior
33102,Keith Nichols,29,Male,121170,586,High,Adult
62069,Taylor Murphy,42,Male,89501,453,High,Adult
94210,Mrs. Morgan Adkins,36,Male,48448,732,Medium,Adult
3891,Joy Rowe MD,19,Male,123516,793,High,Young
34637,Jeremy Herrera,71,Female,96286,746,High,Senior
14901,Mark Vargas,19,Male,59247,761,Medium,Young
64394,Larry Montoya,31,Female,21325,319,Low,Adult
10542,Christina Freeman,21,Male,107451,802,High,Young
79563,Joshua Patel,56,Male,145597,704,High,Senior
16472,Nicole Hernandez,25,Female,63738,573,Medium,Young
11333,Adam Smith,31,Female,36976,630,Low,Adult
92201,Christine Taylor,41,Male,95542,845,High,Adult
75190,Christina Vargas,34,Male,54162,727,Medium,Adult
31634,Brian Williams,61,Male,41945,427,Medium,Senior
86663,Roger Black,60,Female,39953,422,Low,Senior
87741,Donna Mcdaniel,49,Male,21176,443,Low,Adult
55340,Evelyn Burgess,80,Male,126332,487,High,Senior
74383,Robert Collins,45,Male,142173,343,High,Adult
65783,Brandon Smith,58,Male,24338,790,Low,Senior
19301,Jerome Boyd,69,Male,68313,516,Medium,Senior
82450,Dana Palmer,53,Male,35296,571,Low,Senior
49299,Diana Daniel,49,Female,138297,807,High,Adult
1506,Katherine Jordan,67,Female,28434,390,Low,Senior
91067,Nancy Webb,40,Female,78331,503,Medium,Adult
90975,Amy Barton,44,Female,116535,713,High,Adult
57980,Karen Johnson,22,Male,93991,301,High,Young
96689,Stephanie Green,54,Male,122432,674,High,Senior
81491,Dr. Michele Anderson,50,Female,52780,322,Medium,Adult
77249,Danny Swanson,41,Female,39722,675,Low,Adult
23410,Kayla Mclean,80,Female,108169,643,High,Senior
42118,Andrea Robinson,32,Female,113823,603,High,Adult
69961,Michelle Pugh,64,Male,115795,554,High,Senior
97575,Angela Cole,46,Male,100048,327,High,Adult
25350,Bradley Fowler,31,Male,149806,757,High,Adult
29098,David Shelton,36,Male,144102,310,High,Adult
9853,Kiara Carpenter,23,Female,118489,407,High,Young
26379,Molly Long,19,Male,92261,379,High,Young
55177,Deanna Perez,76,Male,54773,623,Medium,Senior
79213,Matthew Quinn,25,Female,97082,603,High,Young
66979,Daniel Erickson,35,Female,119233,523,High,Adult
13773,Sharon Steele,40,Female,32983,346,Low,Adult
58073,Krista Hernandez,76,Male,99990,432,High,Senior
17799,Amanda Gonzales,61,Female,25979,792,Low,Senior
80301,Tom Garza,20,Male,51908,746,Medium,Young
40942,Matthew Mann,30,Female,72255,448,Medium,Adult
1028,Dorothy Cox,42,Female,21605,583,Low,Adult
91421,Lisa Lee,33,Male,80285,563,High,Adult
50232,Briana Morris,70,Female,44483,798,Medium,Senior
29551,Jeffrey Thomas,66,Male,135704,437,High,Senior
72328,Travis Lee,74,Female,93114,765,High,Senior
69831,Donald Snyder,40,Male,81720,810,High,Adult
19586,Amber Lewis,72,Female,28712,631,Low,Senior
11723,Evan Wright,41,Female,114823,775,High,Adult
10665,Michael Graves,66,Male,20575,405,Low,Senior
50510,Stephanie Hawkins,77,Female,118439,774,High,Senior
34051,Connie Adams,52,Male,107917,508,High,Senior
97838,Stephanie Mendoza,20,Female,93954,352,High,Young
92452,Kimberly Taylor MD,51,Male,122543,372,High,Senior
63546,Joshua Simpson,76,Male,103728,621,High,Senior
57638,Tanya Meyer,66,Female,148408,478,High,Senior
47849,Sarah Berger,57,Female,84409,805,High,Senior
93231,Evan Duffy,56,Female,111158,543,High,Senior
75532,Donna Valencia,66,Female,78515,500,Medium,Senior
4264,Ashley Anderson,40,Female,109579,482,High,Adult
24214,Rebecca Thompson,41,Female,30378,382,Low,Adult
79804,Abigail Green,62,Male,138563,466,High,Senior
78254,Bryan Wilson,40,Male,91017,476,High,Adult
7663,Sharon Johnson,58,Female,77672,525,Medium,Senior
26414,Angela Austin,47,Male,86944,435,High,Adult
45247,Raymond Cole,63,Female,71112,468,Medium,Senior
84611,Alejandro Sanchez,35,Female,104137,673,High,Adult
1684,April Colon,27,Male,29106,347,Low,Adult
98859,Hector Wilkinson,33,Male,37919,807,Low,Adult
42649,Jesse Smith,53,Female,133666,688,High,Senior
41478,Casey Cruz,62,Female,83142,724,High,Senior
46249,Margaret Rivera,63,Male,32211,731,Low,Senior
37577,Carrie Higgins,19,Male,106131,610,High,Young
84306,Joseph Fleming,42,Male,44043,818,Medium,Adult
20653,Michelle Taylor,20,Female,93052,318,High,Young
91332,Bonnie Williamson,74,Male,21198,367,Low,Senior
35309,Patricia Adams,58,Female,56183,324,Medium,Senior
51571,Jerry Wood,47,Male,128834,793,High,Adult
27344,Elizabeth Moody,41,Female,49603,820,Medium,Adult
95663,Monica Owens,70,Male,126747,826,High,Senior
76573,Connie Price,49,Male,80504,333,High,Adult
95735,Anthony Davis,20,Male,59523,410,Medium,Young
23495,Robert Davis,19,Female,148675,315,High,Young
52009,Vicki Hernandez,52,Female,48485,759,Medium,Senior
91864,Maria Evans,27,Female,90545,467,High,Adult
29693,Erik Humphrey,50,Female,119214,799,High,Adult
94865,Christopher Gay,18,Female,50876,533,Medium,Young
56996,Debra Bowen,20,Male,71539,348,Medium,Young
75174,Jessica Young,28,Male,74298,464,Medium,Adult
12999,Jason Ray,69,Female,124423,532,High,Senior
85867,David Wade,31,Male,96624,360,High,Adult
36822,Howard Meyer,24,Female,143169,573,High,Young
75217,Phillip Scott,26,Female,85099,401,High,Adult
72113,Robert Anthony,55,Male,120857,383,High,Senior
12148,Alexis Hayes,40,Female,137730,782,High,Adult
83358,Gerald Miller,67,Male,139353,682,High,Senior
71567,Gregory Floyd,47,Male,130328,651,High,Adult
45299,Andrew Bell,75,Female,123698,468,High,Senior
92302,Adam Ruiz,21,Female,117188,437,High,Young
2588,Robert Jimenez,55,Female,123234,741,High,Senior
56803,John Williams,49,Male,48896,354,Medium,Adult
30608,Jessica Benjamin,66,Male,135462,780,High,Senior
12318,Kelsey Roberts,29,Male,47984,661,Medium,Adult
30225,Angela Reese,29,Male,54213,708,Medium,Adult
95333,Sierra Lee,72,Male,122209,381,High,Senior
53615,David Smith,70,Female,20667,692,Low,Senior
84393,Joseph Elliott,65,Female,32960,725,Low,Senior
22034,Samantha Acosta,20,Female,101604,734,High,Young
49482,Scott Gordon,20,Female,48473,357,Medium,Young
44006,Dale Hayden,18,Male,73176,504,Medium,Young
54617,Katherine Thomas,31,Female,96230,552,High,Adult
72600,Lisa Davis,40,Female,121815,681,High,Adult
14175,Daniel Knox,36,Male,68961,753,Medium,Adult
12574,John Nelson,44,Female,58411,436,Medium,Adult
39601,Gary Underwood,65,Female,126383,483,High,Senior
84459,Erin Smith,65,Male,35278,749,Low,Senior
91638,Zachary Roberson,19,Male,47959,310,Medium,Young
45563,John Pope,70,Male,68155,354,Medium,Senior
12944,John Ball,31,Male,72558,513,Medium,Adult
66178,Nathan Atkinson,74,Female,45835,820,Medium,Senior
64346,Susan Bradley,28,Female,132869,738,High,Adult
33537,Louis Williams,73,Female,83075,521,High,Senior
49070,Brett Hartman,31,Female,38196,406,Low,Adult
85491,Sarah Hammond,29,Female,56976,729,Medium,Adult
49629,Samantha Stark,57,Female,28353,583,Low,Senior
56789,Erika Salinas,29,Male,44039,705,Medium,Adult
21860,Elizabeth Martin,41,Female,99094,360,High,Adult
39591,Sarah Brown,33,Male,136920,615,High,Adult
73038,George Farrell,55,Female,41431,722,Medium,Senior
66174,Kenneth Curtis,79,Male,79128,539,Medium,Senior
51451,Renee Robertson,66,Male,142585,583,High,Senior
24902,Valerie Hall,39,Male,44723,611,Medium,Adult
87692,Angela Smith,40,Female,134637,503,High,Adult
27392,Kathleen Nelson,49,Female,72442,574,Medium,Adult
28271,Alexis Morris,36,Female,65102,357,Medium,Adult
52378,Phillip Espinoza,56,Female,39094,670,Low,Senior
98222,Jeffery Kim,45,Female,77374,526,Medium,Adult
71575,Nicholas Davis,19,Male,98288,668,High,Young
64186,Julian Brown,47,Male,22471,505,Low,Adult
79339,Michelle Miller,55,Female,147503,424,High,Senior
67149,Martin Hancock,32,Female,58104,815,Medium,Adult
42403,Heather Green,68,Male,73778,728,Medium,Senior
91973,Beth Wang,63,Male,27983,838,Low,Senior
24830,Kimberly Mills,37,Female,136681,724,High,Adult
97509,Lori Cruz,38,Male,26618,503,Low,Adult
43583,Louis Simpson,29,Male,20075,683,Low,Adult
2229,Daniel Miller,28,Female,75636,714,Medium,Adult
67804,Ryan Davis,73,Female,112632,639,High,Senior
45957,Virginia Nelson,31,Male,59062,667,Medium,Adult
36570,Deborah Moyer,57,Male,96626,377,High,Senior
48494,Tommy Cole,64,Male,27610,310,Low,Senior
44409,Meghan Foley,18,Female,27513,603,Low,Young
97799,Amanda Carson,75,Male,104017,836,High,Senior
74029,Kendra Little,75,Male,29090,540,Low,Senior
8940,Melanie Garrett,28,Female,82156,448,High,Adult
74296,Jamie Martin,19,Male,70098,315,Medium,Young
30042,Jennifer Cooper,72,Female,131280,606,High,Senior
71656,Erica Krueger,56,Female,145605,326,High,Senior
42431,Cynthia Robinson,26,Male,121800,583,High,Adult
74240,Catherine Murphy,70,Female,114367,612,High,Senior
1272,Paul Jones,39,Male,40695,723,Medium,Adult
13896,Lorraine Reyes,20,Female,128481,685,High,Young
33347,Patrick Johnson,37,Female,40167,700,Medium,Adult
37164,Marcus Peters,72,Female,73364,380,Medium,Senior
77546,George Richardson,72,Female,69003,636,Medium,Senior
5240,James Rogers,63,Male,115109,355,High,Senior
95278,Robert Washington,63,Male,95877,372,High,Senior
76853,Luis Huff,40,Female,109803,485,High,Adult
62238,Tracy Bolton,70,Male,60667,737,Medium,Senior
7931,Catherine Perez,64,Male,87479,779,High,Senior
49026,Scott Johnson,68,Male,61391,403,Medium,Senior
91763,Kelly Morgan,29,Male,41056,471,Medium,Adult
65112,Robert Coleman,40,Female,40059,814,Medium,Adult
45242,Keith Hanson,78,Male,133655,649,High,Senior
46249,Katherine Ramos,56,Female,65073,667,Medium,Senior
97654,Dawn Hill,51,Female,41927,358,Medium,Senior
44863,David Johnson,55,Male,44319,564,Medium,Senior
28289,Thomas Christensen,27,Female,141747,373,High,Adult
71956,Monica Harvey,79,Male,138804,644,High,Senior
99146,Danielle Lopez,60,Female,120277,329,High,Senior
80637,William Harvey,60,Female,48589,623,Medium,Senior
17700,Steven Price,60,Male,59571,498,Medium,Senior
72955,Amber Ross,42,Female,96402,482,High,Adult
84543,Maurice Stokes,59,Female,101046,581,High,Senior
88288,Andrew Higgins,56,Male,36269,359,Low,Senior
44656,Gregory Frost,29,Female,88891,524,High,Adult
67245,Andrew Wilson,74,Female,85153,770,High,Senior
21428,Stacy Smith,66,Female,57145,718,Medium,Senior
69363,Shelby Bryant,23,Male,103477,457,High,Young
80591,Craig Spence II,70,Female,27616,736,Low,Senior
62443,Michael Adams,38,Female,36558,458,Low,Adult
24700,Ian Serrano,36,Female,125424,607,High,Adult
39080,Stanley Wilson,64,Male,87948,576,High,Senior
3441,Timothy Miller,61,Male,117719,665,High,Senior
44683,Brittany Baker,24,Female,144515,573,High,Young
46332,Thomas Palmer,57,Male,127529,557,High,Senior
24064,Mackenzie Mitchell,74,Female,66280,794,Medium,Senior
60283,Nicholas Green,54,Female,71614,477,Medium,Senior
68421,Jeremy Sullivan,28,Male,123181,553,High,Adult
57342,Manuel Chang,58,Female,26440,399,Low,Senior
80678,Nicholas Miller,27,Male,83043,449,High,Adult
32477,Laura Garcia,42,Female,124064,316,High,Adult
61629,Antonio Hernandez,43,Male,135528,832,High,Adult
